,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도,상호명_소문자,브랜드명
351295,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,대조동,대조동,서울특별시 은평구 통일로 723-1,126.929971598787,37.6101954830987,이디야커피,이디야
351414,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 거북골로 33,126.924049056536,37.5794524407773,이디야커피,이디야
351507,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,명동2가,서울특별시 중구 명동8길 27,126.985154617678,37.5625224178487,스타벅스,스타벅스
352815,스타벅스숙대점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 청파로47가길 7-11,126.967303679485,37.5445449985876,스타벅스숙대점,스타벅스
352945,스타벅스서소문배재점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,소공동,서소문동,서울특별시 중구 서소문로 99,126.972166856166,37.562878601942,스타벅스서소문배재점,스타벅스
353259,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,관악구,보라매동,봉천동,서울특별시 관악구 보라매로5가길 7,126.925364223124,37.4918020365113,스타벅스,스타벅스
353861,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 신반포로 176,127.00239321346,37.5039300142165,스타벅스,스타벅스
354443,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 국회대로62길 25,126.917696594815,37.5263141620611,스타벅스,스타벅스
354475,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,충무로1가,서울특별시 중구 명동8나길 19,126.983872420311,37.5610877418444,스타벅스,스타벅스
355044,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 선릉로 577,127.043576497577,37.5099022376092,이디야커피,이디야
355695,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중랑구,면목본동,면목동,서울특별시 중랑구 면목로 370,127.088529715596,37.5849458654242,이디야커피,이디야
355841,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,가회동,재동,서울특별시 종로구 북촌로 1,126.985784256713,37.5770255864784,이디야커피,이디야
355982,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,종로2가,서울특별시 종로구 삼일대로 394,126.988011270682,37.5697372559916,스타벅스,스타벅스
356458,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼2동,역삼동,서울특별시 강남구 역삼로 310,127.048406096675,37.4992276933378,스타벅스,스타벅스
356472,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로 563,127.102911969818,37.544130344049,스타벅스,스타벅스
356557,스타벅스월드컵경기장점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,성산2동,성산동,서울특별시 마포구 월드컵로 240,126.897257447574,37.5682756452677,스타벅스월드컵경기장점,스타벅스
357159,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,금천구,가산동,가산동,서울특별시 금천구 디지털로9길 32,126.887266473346,37.4796276001816,스타벅스,스타벅스
357168,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 테헤란로 203,127.037733772702,37.5015740906142,스타벅스,스타벅스
357197,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,수하동,서울특별시 중구 남대문로10길 6,126.983227937665,37.5668668840396,스타벅스,스타벅스
357238,스타벅스명동역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,충무로1가,서울특별시 중구 퇴계로 101,126.983083260827,37.5608556864363,스타벅스명동역점,스타벅스
357296,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로 120-1,127.07204319615,37.5412246823097,스타벅스,스타벅스
357361,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,서교동,동교동,서울특별시 마포구 양화로 165,126.923599454067,37.5572017356505,스타벅스,스타벅스
357483,스타벅스압구정로데오역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,청담동,청담동,서울특별시 강남구 선릉로 836,127.040513119755,37.5265378643378,스타벅스압구정로데오역점,스타벅스
358068,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,삼성2동,삼성동,서울특별시 강남구 테헤란로 443,127.055580896323,37.5069442507099,스타벅스,스타벅스
358874,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,대치1동,대치동,서울특별시 강남구 남부순환로 2909,127.057395337984,37.4921723983972,스타벅스,스타벅스
360039,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 강남대로 308,127.031801329315,37.4906588834388,스타벅스,스타벅스
360785,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동작구,대방동,대방동,서울특별시 동작구 노량진로 22,126.928138707535,37.5128847164315,이디야커피,이디야
360918,스타벅스황학캐슬점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,황학동,황학동,서울특별시 중구 청계천로 400,127.021448203321,37.5708030625306,스타벅스황학캐슬점,스타벅스
361067,스타벅스고대프라자점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,안암동,안암동5가,서울특별시 성북구 인촌로 105,127.030957744251,37.5864875767796,스타벅스고대프라자점,스타벅스
361190,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 국제금융로 10,126.924863083917,37.5251722235016,스타벅스,스타벅스
361690,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 화곡로 292,126.848757193059,37.5503055677773,이디야커피,이디야
362437,스타벅스상암디지털큐브점상암디지털큐브점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,상암동,상암동,서울특별시 마포구 상암산로 34,126.889225742053,37.5763006405148,스타벅스상암디지털큐브점상암디지털큐브점,스타벅스
362455,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,가회동,재동,서울특별시 종로구 북촌로 5-1,126.98563245418,37.5773666774701,스타벅스,스타벅스
363332,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 테헤란로 305,127.043762069759,37.5033350490038,스타벅스,스타벅스
363343,스타벅스길동사거리점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강동구,길동,길동,서울특별시 강동구 양재대로 1441,127.138395512206,37.5346811988164,스타벅스길동사거리점,스타벅스
363467,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,압구정동,신사동,서울특별시 강남구 압구정로42길 32,127.034716758462,37.5268330299984,스타벅스,스타벅스
363529,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,구로구,구로5동,구로동,서울특별시 구로구 새말로 97,126.89020763235,37.5070380397769,스타벅스,스타벅스
363582,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,양재1동,양재동,서울특별시 서초구 논현로 139,127.042575597088,37.4819884081853,스타벅스,스타벅스
363911,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,반포3동,잠원동,서울특별시 서초구 잠원로 51,127.007423858098,37.5092345394587,스타벅스,스타벅스
364088,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,소공동,서소문동,서울특별시 중구 세종대로9길 41,126.972980242325,37.5613448991997,스타벅스,스타벅스
364098,스타벅스잠실점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,잠실6동,신천동,서울특별시 송파구 올림픽로35가길 9,127.103446561974,37.5174361339672,스타벅스잠실점,스타벅스
364122,이디야커피김안과점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,영등포동,영등포동4가,서울특별시 영등포구 영신로 136,126.901570561173,37.5196687602895,이디야커피김안과점,이디야
364147,이디야커피을지로역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,남대문로1가,서울특별시 중구 남대문로 112,126.982997406649,37.5671712525087,이디야커피을지로역점,이디야
364454,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중랑구,면목7동,면목동,서울특별시 중랑구 면목로 310,127.087960567334,37.5796252940301,스타벅스,스타벅스
364464,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,을지로2가,서울특별시 중구 을지로 79,126.986549821175,37.5664809683002,이디야커피,이디야
364587,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,무교동,서울특별시 중구 무교로 19,126.978972751429,37.5676230751955,스타벅스,스타벅스
364990,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,도봉구,창1동,창동,서울특별시 도봉구 도봉로 480,127.034868675382,37.6483488366145,스타벅스,스타벅스
364991,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,서교동,서교동,서울특별시 마포구 월드컵로 74,126.910706356566,37.5557679688127,스타벅스,스타벅스
365549,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,공평동,서울특별시 종로구 종로 47,126.982423077525,37.5711128646326,스타벅스,스타벅스
365816,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강북구,수유3동,수유동,서울특별시 강북구 도봉로 381,127.028537615977,37.6411156351457,이디야커피,이디야
366159,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,사직동,통의동,서울특별시 종로구 자하문로4길 6,126.972615705273,37.5771730114202,스타벅스,스타벅스
366333,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,일원본동,일원동,서울특별시 강남구 일원로 81,127.089578831632,37.4903343408695,스타벅스,스타벅스
366339,스타벅스코엑스사거리점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 영동대로 616,127.060193379989,37.5152437173541,스타벅스코엑스사거리점,스타벅스
366404,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 삼성로 518,127.056219039363,37.5083640085869,스타벅스,스타벅스
367660,스타벅스오목교역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,양천구,목1동,목동,서울특별시 양천구 오목로 354,126.876766269365,37.5239406644723,스타벅스오목교역점,스타벅스
368016,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,영등포동,영등포동3가,서울특별시 영등포구 영등포로 254,126.909582972668,37.518670766386,스타벅스,스타벅스
368134,스타벅스한성대입구역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,성북동,성북동1가,서울특별시 성북구 성북로 11,127.004904251791,37.5890460115547,스타벅스한성대입구역점,스타벅스
368147,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,방이1동,방이동,서울특별시 송파구 양재대로 1089,127.122462445074,37.505847153769,이디야커피,이디야
368285,스타벅스송파사거리점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,송파1동,송파동,서울특별시 송파구 송파대로 386,127.110334770409,37.502269334236,스타벅스송파사거리점,스타벅스
368399,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,서교동,서교동,서울특별시 마포구 양화로 78,126.91690425281,37.5513738575528,스타벅스,스타벅스
368761,스타벅스가산디지털단지점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,금천구,가산동,가산동,서울특별시 금천구 가산디지털1로 168,126.882626013373,37.4799532337125,스타벅스가산디지털단지점,스타벅스
368767,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,송파1동,송파동,서울특별시 송파구 백제고분로41길 5,127.108381825602,37.5067148548948,이디야커피,이디야
368918,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,구로구,오류1동,오류동,서울특별시 구로구 경인로 216,126.844849844365,37.4962051540044,스타벅스,스타벅스
369145,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,회현동,남대문로5가,서울특별시 중구 세종대로 17,126.973244053454,37.5586170363758,스타벅스,스타벅스
369251,스타벅스금천독산점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,금천구,독산1동,독산동,서울특별시 금천구 두산로 70,126.895609328207,37.4689563671665,스타벅스금천독산점,스타벅스
369359,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,소공동,태평로2가,서울특별시 중구 세종대로 72,126.976779068076,37.5624861660097,스타벅스,스타벅스
369364,스타벅스노원케이티점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,상계6.7동,상계동,서울특별시 노원구 노해로 502,127.063825860056,37.6543668305308,스타벅스노원케이티점,스타벅스
369413,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로 140-1,126.989422726707,37.5339598617709,스타벅스,스타벅스
369653,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동대문구,장안2동,장안동,서울특별시 동대문구 한천로46길 42,127.070683065033,37.581499870787,이디야커피,이디야
370193,스타벅스연신내역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,대조동,대조동,서울특별시 은평구 연서로 216,126.920109807595,37.6178004460527,스타벅스연신내역점,스타벅스
370393,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,충무로2가,서울특별시 중구 명동8가길 3-1,126.985233766251,37.5616941389797,스타벅스,스타벅스
370958,스타벅스강남에비뉴점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,서초4동,서초동,서울특별시 서초구 서초대로77길 62,127.023886925474,37.502721958552,스타벅스강남에비뉴점,스타벅스
371213,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 국제금융로8길 27-9,126.928912744035,37.5196675983748,이디야커피,이디야
371540,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,수송동,서울특별시 종로구 율곡로2길 7,126.981226721716,37.57500405238,스타벅스,스타벅스
372709,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,영등포동,영등포동4가,서울특별시 영등포구 영중로 15,126.903914224263,37.5172126661057,스타벅스,스타벅스
373231,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동작구,신대방2동,신대방동,서울특별시 동작구 여의대방로 90,126.916641163561,37.4968042719762,이디야커피,이디야
373244,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,반포본동,반포동,서울특별시 서초구 신반포로 50,126.990128046046,37.5017804053017,이디야커피,이디야
373587,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 영동대로 513,127.059139102428,37.5118203253706,스타벅스,스타벅스
374031,스타벅스종로수송점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,청진동,서울특별시 종로구 종로5길 30,126.980683542366,37.5716655130709,스타벅스종로수송점,스타벅스
374458,스타벅스방배카페입구점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,방배본동,방배동,서울특별시 서초구 방배중앙로 204,126.985676893834,37.4972370082012,스타벅스방배카페입구점,스타벅스
375008,스타벅스마포트라팰점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,아현동,아현동,서울특별시 마포구 마포대로 201,126.955506568425,37.5522442617746,스타벅스마포트라팰점,스타벅스
375097,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 영동대로96길 8,127.063192969498,37.5105640373674,스타벅스,스타벅스
375472,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,양천구,신월3동,신월동,서울특별시 양천구 남부순환로 430,126.832196508633,37.5295182620174,스타벅스,스타벅스
375720,스타벅스명동길점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,충무로2가,서울특별시 중구 명동10길 41,126.9858514681,37.5620508533364,스타벅스명동길점,스타벅스
375991,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,대치4동,대치동,서울특별시 강남구 테헤란로64길 18,127.0511760602,37.5037642661984,스타벅스,스타벅스
376370,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,양천구,목1동,목동,서울특별시 양천구 목동서로 213,126.870595896767,37.5280085767202,스타벅스,스타벅스
377587,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,소공동,소공동,서울특별시 중구 남대문로7길 19,126.980757256014,37.5637640159767,스타벅스,스타벅스
377741,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 강남대로 408,127.027517730607,37.4992107601886,스타벅스,스타벅스
377817,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,이화동,동숭동,서울특별시 종로구 대학로 122,127.00223302563,37.5821845648109,스타벅스,스타벅스
378047,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,대치4동,대치동,서울특별시 강남구 선릉로64길 18,127.053715109294,37.497945786956,스타벅스,스타벅스
378173,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 국제금융로 86,126.931778543643,37.5201981385118,스타벅스,스타벅스
379008,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 이화여대길 34,126.945924012362,37.5584393559433,스타벅스,스타벅스
380386,스타벅스미아사거리역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강북구,송중동,미아동,서울특별시 강북구 도봉로 32,127.030685494292,37.6118406150505,스타벅스미아사거리역점,스타벅스
382099,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,서강동,상수동,서울특별시 마포구 독막로 88,126.923207056972,37.5475029730671,스타벅스,스타벅스
382247,스타벅스엔터식스한양대점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성동구,사근동,행당동,서울특별시 성동구 왕십리로 241,127.040008574127,37.557070331727,스타벅스엔터식스한양대점,스타벅스
385021,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 83,126.923245387766,37.5519184178298,스타벅스,스타벅스
385265,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 아차산로 355,127.082546387004,37.5373601422673,스타벅스,스타벅스
385618,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 논현로 752,127.028627805482,37.5191511988017,스타벅스,스타벅스
386418,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 신반포로 188,127.004876674518,37.5034373619191,이디야커피,이디야
386888,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중랑구,상봉2동,상봉동,서울특별시 중랑구 상봉로 131,127.092505492762,37.597870460692,스타벅스,스타벅스
386912,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중랑구,상봉1동,상봉동,서울특별시 중랑구 망우로 353,127.091605360196,37.5983230687909,이디야커피,이디야
387043,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동대문구,장안1동,장안동,서울특별시 동대문구 장한로 43,127.066687366179,37.5650963292558,이디야커피,이디야
387374,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,합정동,합정동,서울특별시 마포구 양화로6길 90,126.919066095502,37.5482220099735,이디야커피,이디야
387512,스타벅스역삼럭키점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 도곡로 183,127.039391664754,37.4922256105997,스타벅스역삼럭키점,스타벅스
387660,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,상계6.7동,상계동,서울특별시 노원구 동일로 1393,127.060534668145,37.6529350519155,이디야커피,이디야
388092,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,양평2동,양평동4가,서울특별시 영등포구 양평로 115,126.894590815571,37.537300079323,스타벅스,스타벅스
388225,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,태평로1가,서울특별시 중구 세종대로 124,126.97785493719,37.5674151730747,스타벅스,스타벅스
388532,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,양천구,목3동,목동,서울특별시 양천구 등촌로 180,126.862725259669,37.5456474298283,이디야커피,이디야
388583,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강북구,송천동,미아동,서울특별시 강북구 삼양로 118,127.02238337149,37.6144211801315,이디야커피,이디야
388627,이디아커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강동구,천호1동,천호동,서울특별시 강동구 구천면로 304,127.13479405029,37.5467200055685,이디아커피,이디야
389264,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 언주로 711,127.033405850561,37.5170729253059,이디야커피,이디야
390146,스타벅스신설동역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동대문구,용신동,신설동,서울특별시 동대문구 왕산로 19,127.025503231678,37.5767024003417,스타벅스신설동역점,스타벅스
390256,스타벅스화곡동점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 화곡로 142,126.837568986433,37.5405548865621,스타벅스화곡동점,스타벅스
390595,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,가락2동,가락동,서울특별시 송파구 동남로 141,127.126233039197,37.4918996397466,스타벅스,스타벅스
390888,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,우장산동,내발산동,서울특별시 강서구 공항대로 280,126.838418262787,37.558016255906,이디야커피,이디야
391716,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,관악구,인헌동,봉천동,서울특별시 관악구 인헌길 17,126.967010294682,37.4747201381348,이디야커피,이디야
391986,ediyacoffee,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,청담동,청담동,서울특별시 강남구 학동로 508,127.052022223423,37.5191340451627,ediyacoffee,이디야
392088,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,하계1동,하계동,서울특별시 노원구 공릉로59길 28,127.069652878683,37.6342297211141,이디야커피,이디야
392659,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,양평2동,양평동4가,서울특별시 영등포구 선유동2로 57,126.896859894016,37.5338162535295,스타벅스,스타벅스
393424,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,구로구,오류2동,항동,서울특별시 구로구 연동로 312,126.824344231175,37.487722292812,이디야커피,이디야
393615,스타벅스둔촌동점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강동구,성내3동,성내동,서울특별시 강동구 양재대로 1303,127.133928149649,37.5227635710527,스타벅스둔촌동점,스타벅스
393962,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 삼성로 646,127.051146995902,37.5176763205093,스타벅스,스타벅스
394191,스타벅스소공로북창점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,소공동,소공동,서울특별시 중구 세종대로18길 32,126.97892425905,37.5637121351238,스타벅스소공로북창점,스타벅스
394534,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,양천구,목1동,목동,서울특별시 양천구 오목로 350,126.876254146751,37.5241430317764,스타벅스,스타벅스
395076,이디야커피삼성봉은사로점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 봉은사로86길 30,127.056847656648,37.5114416285268,이디야커피삼성봉은사로점,이디야
395099,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 남산공원길 105,126.98785574876,37.5511113627592,스타벅스,스타벅스
395131,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 의사당대로 83,126.923429755471,37.523357078957,스타벅스,스타벅스
395717,스타벅스서교동사거리점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,서교동,서교동,서울특별시 마포구 양화로 105,126.918561136612,37.5534073725796,스타벅스서교동사거리점,스타벅스
395719,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성동구,마장동,마장동,서울특별시 성동구 고산자로 339-1,127.037330076044,37.5699605129835,이디야커피,이디야
396396,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,방배4동,방배동,서울특별시 서초구 방배로 211,126.99050928001,37.4919441682448,스타벅스,스타벅스
396716,EDIYA카페,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,공항동,공항동,서울특별시 강서구 송정로 70,126.809951748627,37.5609494206694,ediya카페,이디야
396786,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,인의동,서울특별시 종로구 김상옥로 1,126.997877277666,37.5734976706286,이디야커피,이디야
397080,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,양천구,신정6동,신정동,서울특별시 양천구 목동서로 287,126.869064894275,37.5215064422544,이디야커피,이디야
397529,스타벅스종암점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,종암동,종암동,서울특별시 성북구 종암로 122,127.033983452137,37.6011813308853,스타벅스종암점,스타벅스
398001,이디야커피한성대역점2층,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,성북동,동소문동1가,서울특별시 성북구 동소문로 19,127.00807968665,37.5895232602104,이디야커피한성대역점2층,이디야
398177,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,광희동,오장동,서울특별시 중구 마른내로 109-1,127.000113122827,37.5646053179773,이디야커피,이디야
398388,스타벅스포스코사거리점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 테헤란로 505,127.057428066223,37.5075627123392,스타벅스포스코사거리점,스타벅스
398446,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼2동,역삼동,서울특별시 강남구 언주로81길 8,127.042861498937,37.5003452611029,이디야커피,이디야
398560,이디아신방화중앙점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,방화1동,방화동,서울특별시 강서구 방화대로34길 90,126.821397172131,37.5708584269315,이디아신방화중앙점,이디야
398748,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동대문구,용신동,용두동,서울특별시 동대문구 왕산로 68,127.030882075089,37.5774765268396,이디야커피,이디야
398856,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,을지로2가,서울특별시 중구 남대문로 84,126.982828101442,37.5646378662118,스타벅스,스타벅스
399418,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 87-20,126.936444210397,37.556498197347,이디야커피,이디야
